version,rank_cleanup,filename,size_bytes,size_mb,downloads_all_30d,downloads_installer_nexus_30d,downloads_installer_bandersnatch_30d,downloads_installer_devpi_30d,downloads_installer_browser_30d,downloads_installer_unknown_30d,downloads_installer_pip_30d,downloads_installer_uv_30d,downloads_installer_poetry_30d,downloads_installer_requests_30d
0.6.0,51,tzfpy-0.6.0-cp310-cp310-macosx_11_0_x86_64.whl,37808321,36.057,4,1,3,0,,,0,0,0,0
0.6.0,52,tzfpy-0.6.0-cp36-cp36m-macosx_11_0_x86_64.whl,37808335,36.057,4,1,3,0,,,0,0,0,0
0.6.0,53,tzfpy-0.6.0-cp37-cp37m-macosx_11_0_x86_64.whl,37808320,36.057,4,1,3,0,,,0,0,0,0
0.6.0,54,tzfpy-0.6.0-cp38-cp38-macosx_11_0_x86_64.whl,37808317,36.057,4,1,3,0,,,0,0,0,0
0.6.0,55,tzfpy-0.6.0-cp39-cp39-macosx_11_0_x86_64.whl,37808318,36.057,4,1,3,0,,,0,0,0,0
0.6.0,56,tzfpy-0.6.0-pp37-pypy37_pp73-macosx_11_0_x86_64.whl,37808327,36.057,4,1,3,0,,,0,0,0,0
0.6.0,57,tzfpy-0.6.0-pp38-pypy38_pp73-macosx_11_0_x86_64.whl,37808326,36.057,4,1,3,0,,,0,0,0,0
0.6.0,58,tzfpy-0.6.0-pp39-pypy39_pp73-macosx_11_0_x86_64.whl,37808326,36.057,4,1,3,0,,,0,0,0,0
0.6.0,325,tzfpy-0.6.0-cp36-cp36m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,37497754,35.761,8,1,7,0,,,0,0,0,0
0.6.0,326,tzfpy-0.6.0-cp37-cp37m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,37497737,35.761,8,1,7,0,,,0,0,0,0
0.6.0,327,tzfpy-0.6.0-pp37-pypy37_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,37497742,35.761,8,1,7,0,,,0,0,0,0
0.6.0,503,tzfpy-0.6.0-cp310-cp310-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,37497739,35.761,9,1,8,0,,,0,0,0,0
0.6.0,504,tzfpy-0.6.0-cp38-cp38-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,37497738,35.761,9,1,8,0,,,0,0,0,0
0.6.0,505,tzfpy-0.6.0-cp39-cp39-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,37497736,35.761,9,1,8,0,,,0,0,0,0
0.6.0,506,tzfpy-0.6.0-pp38-pypy38_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,37497741,35.761,9,1,8,0,,,0,0,0,0
0.6.2,59,tzfpy-0.6.2-cp310-cp310-macosx_11_0_x86_64.whl,8655947,8.255,4,1,3,0,,,0,0,0,0
0.6.2,60,tzfpy-0.6.2-cp36-cp36m-macosx_11_0_x86_64.whl,8655962,8.255,4,1,3,0,,,0,0,0,0
0.6.2,61,tzfpy-0.6.2-cp37-cp37m-macosx_11_0_x86_64.whl,8655947,8.255,4,1,3,0,,,0,0,0,0
0.6.2,62,tzfpy-0.6.2-cp38-cp38-macosx_11_0_x86_64.whl,8655944,8.255,4,1,3,0,,,0,0,0,0
0.6.2,63,tzfpy-0.6.2-cp39-cp39-macosx_11_0_x86_64.whl,8655945,8.255,4,1,3,0,,,0,0,0,0
0.6.2,64,tzfpy-0.6.2-pp37-pypy37_pp73-macosx_11_0_x86_64.whl,8655951,8.255,4,1,3,0,,,0,0,0,0
0.6.2,65,tzfpy-0.6.2-pp38-pypy38_pp73-macosx_11_0_x86_64.whl,8655951,8.255,4,1,3,0,,,0,0,0,0
0.6.2,66,tzfpy-0.6.2-pp39-pypy39_pp73-macosx_11_0_x86_64.whl,8655951,8.255,4,1,3,0,,,0,0,0,0
0.6.2,328,tzfpy-0.6.2-cp36-cp36m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,8342724,7.956,8,1,7,0,,,0,0,0,0
0.6.2,329,tzfpy-0.6.2-cp37-cp37m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,8342712,7.956,8,1,7,0,,,0,0,0,0
0.6.2,330,tzfpy-0.6.2-pp37-pypy37_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,8342715,7.956,8,1,7,0,,,0,0,0,0
0.6.2,507,tzfpy-0.6.2-cp310-cp310-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,8342710,7.956,9,1,8,0,,,0,0,0,0
0.6.2,508,tzfpy-0.6.2-cp38-cp38-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,8342710,7.956,9,1,8,0,,,0,0,0,0
0.6.2,509,tzfpy-0.6.2-cp39-cp39-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,8342710,7.956,9,1,8,0,,,0,0,0,0
0.6.2,763,tzfpy-0.6.2-pp38-pypy38_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,8342716,7.956,10,1,9,0,,,0,0,0,0
0.7.0,67,tzfpy-0.7.0-cp310-cp310-macosx_11_0_x86_64.whl,8554290,8.158,4,1,3,0,,,0,0,0,0
0.7.0,68,tzfpy-0.7.0-cp36-cp36m-macosx_11_0_x86_64.whl,8554305,8.158,4,1,3,0,,,0,0,0,0
0.7.0,69,tzfpy-0.7.0-cp37-cp37m-macosx_11_0_x86_64.whl,8554288,8.158,4,1,3,0,,,0,0,0,0
0.7.0,70,tzfpy-0.7.0-cp38-cp38-macosx_11_0_x86_64.whl,8554286,8.158,4,1,3,0,,,0,0,0,0
0.7.0,71,tzfpy-0.7.0-cp39-cp39-macosx_11_0_x86_64.whl,8554285,8.158,4,1,3,0,,,0,0,0,0
0.7.0,72,tzfpy-0.7.0-pp37-pypy37_pp73-macosx_11_0_x86_64.whl,8554294,8.158,4,1,3,0,,,0,0,0,0
0.7.0,73,tzfpy-0.7.0-pp38-pypy38_pp73-macosx_11_0_x86_64.whl,8554293,8.158,4,1,3,0,,,0,0,0,0
0.7.0,74,tzfpy-0.7.0-pp39-pypy39_pp73-macosx_11_0_x86_64.whl,8554294,8.158,4,1,3,0,,,0,0,0,0
0.7.0,331,tzfpy-0.7.0-cp36-cp36m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,8244653,7.863,8,1,7,0,,,0,0,0,0
0.7.0,332,tzfpy-0.7.0-cp37-cp37m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,8244639,7.863,8,1,7,0,,,0,0,0,0
0.7.0,333,tzfpy-0.7.0-pp37-pypy37_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,8244644,7.863,8,1,7,0,,,0,0,0,0
0.7.0,510,tzfpy-0.7.0-cp310-cp310-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,8244638,7.863,9,1,8,0,,,0,0,0,0
0.7.0,511,tzfpy-0.7.0-cp38-cp38-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,8244637,7.863,9,1,8,0,,,0,0,0,0
0.7.0,512,tzfpy-0.7.0-cp39-cp39-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,8244638,7.863,9,1,8,0,,,0,0,0,0
0.7.0,513,tzfpy-0.7.0-pp38-pypy38_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,8244642,7.863,9,1,8,0,,,0,0,0,0
0.8.1,2,tzfpy-0.8.1-cp39-cp39-macosx_11_0_x86_64.whl,6224218,5.936,3,1,2,0,,,0,0,0,0
0.8.1,3,tzfpy-0.8.1-pp37-pypy37_pp73-macosx_11_0_x86_64.whl,6224224,5.936,3,1,2,0,,,0,0,0,0
0.8.1,4,tzfpy-0.8.1-pp39-pypy39_pp73-macosx_11_0_x86_64.whl,6224222,5.936,3,1,2,0,,,0,0,0,0
0.8.1,75,tzfpy-0.8.1-cp310-cp310-macosx_11_0_x86_64.whl,6224218,5.936,4,1,3,0,,,0,0,0,0
0.8.1,76,tzfpy-0.8.1-cp36-cp36m-macosx_11_0_x86_64.whl,6224237,5.936,4,1,3,0,,,0,0,0,0
0.8.1,77,tzfpy-0.8.1-cp37-cp37m-macosx_11_0_x86_64.whl,6224220,5.936,4,1,3,0,,,0,0,0,0
0.8.1,78,tzfpy-0.8.1-cp38-cp38-macosx_11_0_x86_64.whl,6224217,5.936,4,1,3,0,,,0,0,0,0
0.8.1,79,tzfpy-0.8.1-pp38-pypy38_pp73-macosx_11_0_x86_64.whl,6224225,5.936,4,1,3,0,,,0,0,0,0
0.8.1,269,tzfpy-0.8.1-pp37-pypy37_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,5915809,5.642,7,1,6,0,,,0,0,0,0
0.8.1,334,tzfpy-0.8.1-cp36-cp36m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,5915822,5.642,8,1,7,0,,,0,0,0,0
0.8.1,335,tzfpy-0.8.1-cp37-cp37m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,5915806,5.642,8,1,7,0,,,0,0,0,0
0.8.1,514,tzfpy-0.8.1-cp310-cp310-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,5915803,5.642,9,1,8,0,,,0,0,0,0
0.8.1,515,tzfpy-0.8.1-cp38-cp38-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,5915803,5.642,9,1,8,0,,,0,0,0,0
0.8.1,516,tzfpy-0.8.1-cp39-cp39-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,5915803,5.642,9,1,8,0,,,0,0,0,0
0.8.1,517,tzfpy-0.8.1-pp38-pypy38_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,5915810,5.642,9,1,8,0,,,0,0,0,0
0.8.2,5,tzfpy-0.8.2-cp310-cp310-macosx_11_0_x86_64.whl,6305524,6.013,3,1,2,0,,,0,0,0,0
0.8.2,6,tzfpy-0.8.2-pp38-pypy38_pp73-macosx_11_0_x86_64.whl,6305529,6.013,3,1,2,0,,,0,0,0,0
0.8.2,80,tzfpy-0.8.2-cp311-cp311-macosx_11_0_x86_64.whl,6305523,6.013,4,1,3,0,,,0,0,0,0
0.8.2,81,tzfpy-0.8.2-cp36-cp36m-macosx_11_0_x86_64.whl,6305541,6.013,4,1,3,0,,,0,0,0,0
0.8.2,82,tzfpy-0.8.2-cp37-cp37m-macosx_11_0_x86_64.whl,6305524,6.013,4,1,3,0,,,0,0,0,0
0.8.2,83,tzfpy-0.8.2-cp38-cp38-macosx_11_0_x86_64.whl,6305520,6.013,4,1,3,0,,,0,0,0,0
0.8.2,84,tzfpy-0.8.2-cp39-cp39-macosx_11_0_x86_64.whl,6305521,6.013,4,1,3,0,,,0,0,0,0
0.8.2,85,tzfpy-0.8.2-pp37-pypy37_pp73-macosx_11_0_x86_64.whl,6305528,6.013,4,1,3,0,,,0,0,0,0
0.8.2,86,tzfpy-0.8.2-pp39-pypy39_pp73-macosx_11_0_x86_64.whl,6305528,6.013,4,1,3,0,,,0,0,0,0
0.8.2,270,tzfpy-0.8.2-pp37-pypy37_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,5984708,5.707,7,1,6,0,,,0,0,0,0
0.8.2,336,tzfpy-0.8.2-cp36-cp36m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,5984718,5.707,8,1,7,0,,,0,0,0,0
0.8.2,337,tzfpy-0.8.2-cp37-cp37m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,5984701,5.707,8,1,7,0,,,0,0,0,0
0.8.2,338,tzfpy-0.8.2-pp38-pypy38_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,5984707,5.707,8,1,7,0,,,0,0,0,0
0.8.2,518,tzfpy-0.8.2-cp311-cp311-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,5984702,5.707,9,1,8,0,,,0,0,0,0
0.8.2,519,tzfpy-0.8.2-cp38-cp38-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,5984700,5.707,9,1,8,0,,,0,0,0,0
0.8.2,520,tzfpy-0.8.2-cp39-cp39-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,5984699,5.707,9,1,8,0,,,0,0,0,0
0.8.3,7,tzfpy-0.8.3-cp310-cp310-macosx_11_0_x86_64.whl,6357365,6.063,3,1,2,0,,,0,0,0,0
0.8.3,8,tzfpy-0.8.3-cp311-cp311-macosx_11_0_x86_64.whl,6357363,6.063,3,1,2,0,,,0,0,0,0
0.8.3,9,tzfpy-0.8.3-cp36-cp36m-macosx_11_0_x86_64.whl,6357379,6.063,3,1,2,0,,,0,0,0,0
0.8.3,10,tzfpy-0.8.3-cp38-cp38-macosx_11_0_x86_64.whl,6357363,6.063,3,1,2,0,,,0,0,0,0
0.8.3,11,tzfpy-0.8.3-cp39-cp39-macosx_11_0_x86_64.whl,6357362,6.063,3,1,2,0,,,0,0,0,0
0.8.3,12,tzfpy-0.8.3-pp38-pypy38_pp73-macosx_11_0_x86_64.whl,6357369,6.063,3,1,2,0,,,0,0,0,0
0.8.3,87,tzfpy-0.8.3-cp37-cp37m-macosx_11_0_x86_64.whl,6357365,6.063,4,1,3,0,,,0,0,0,0
0.8.3,88,tzfpy-0.8.3-pp37-pypy37_pp73-macosx_11_0_x86_64.whl,6357369,6.063,4,1,3,0,,,0,0,0,0
0.8.3,89,tzfpy-0.8.3-pp39-pypy39_pp73-macosx_11_0_x86_64.whl,6357368,6.063,4,1,3,0,,,0,0,0,0
0.8.3,339,tzfpy-0.8.3-cp311-cp311-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6034151,5.755,8,1,7,0,,,0,0,0,0
0.8.3,340,tzfpy-0.8.3-cp36-cp36m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6034168,5.755,8,1,7,0,,,0,0,0,0
0.8.3,341,tzfpy-0.8.3-cp37-cp37m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6034152,5.755,8,1,7,0,,,0,0,0,0
0.8.3,342,tzfpy-0.8.3-cp38-cp38-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6034148,5.755,8,1,7,0,,,0,0,0,0
0.8.3,343,tzfpy-0.8.3-pp37-pypy37_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6034156,5.755,8,1,7,0,,,0,0,0,0
0.8.3,344,tzfpy-0.8.3-pp38-pypy38_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6034155,5.755,8,1,7,0,,,0,0,0,0
0.8.3,522,tzfpy-0.8.3-cp310-cp310-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6034149,5.755,9,1,8,0,,,0,0,0,0
0.8.3,523,tzfpy-0.8.3-cp39-cp39-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6034150,5.755,9,1,8,0,,,0,0,0,0
0.8.4,13,tzfpy-0.8.4-cp39-cp39-macosx_11_0_x86_64.whl,6346929,6.053,3,1,2,0,,,0,0,0,0
0.8.4,14,tzfpy-0.8.4-pp38-pypy38_pp73-macosx_11_0_x86_64.whl,6346938,6.053,3,1,2,0,,,0,0,0,0
0.8.4,90,tzfpy-0.8.4-cp310-cp310-macosx_11_0_x86_64.whl,6346930,6.053,4,1,3,0,,,0,0,0,0
0.8.4,91,tzfpy-0.8.4-cp311-cp311-macosx_11_0_x86_64.whl,6346930,6.053,4,1,3,0,,,0,0,0,0
0.8.4,92,tzfpy-0.8.4-cp36-cp36m-macosx_11_0_x86_64.whl,6346950,6.053,4,1,3,0,,,0,0,0,0
0.8.4,93,tzfpy-0.8.4-cp37-cp37m-macosx_11_0_x86_64.whl,6346929,6.053,4,1,3,0,,,0,0,0,0
0.8.4,94,tzfpy-0.8.4-cp38-cp38-macosx_11_0_x86_64.whl,6346929,6.053,4,1,3,0,,,0,0,0,0
0.8.4,95,tzfpy-0.8.4-pp37-pypy37_pp73-macosx_11_0_x86_64.whl,6346936,6.053,4,1,3,0,,,0,0,0,0
0.8.4,96,tzfpy-0.8.4-pp39-pypy39_pp73-macosx_11_0_x86_64.whl,6346935,6.053,4,1,3,0,,,0,0,0,0
0.8.4,271,tzfpy-0.8.4-cp36-cp36m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024422,5.745,7,1,6,0,,,0,0,0,0
0.8.4,272,tzfpy-0.8.4-cp37-cp37m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024408,5.745,7,1,6,0,,,0,0,0,0
0.8.4,345,tzfpy-0.8.4-cp39-cp39-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024404,5.745,8,1,7,0,,,0,0,0,0
0.8.4,346,tzfpy-0.8.4-pp37-pypy37_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024409,5.745,8,1,7,0,,,0,0,0,0
0.8.4,347,tzfpy-0.8.4-pp38-pypy38_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024410,5.745,8,1,7,0,,,0,0,0,0
0.8.4,525,tzfpy-0.8.4-cp310-cp310-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024406,5.745,9,1,8,0,,,0,0,0,0
0.8.4,526,tzfpy-0.8.4-cp311-cp311-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024403,5.745,9,1,8,0,,,0,0,0,0
0.8.4,527,tzfpy-0.8.4-cp38-cp38-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024406,5.745,9,1,8,0,,,0,0,0,0
0.8.4rc1,15,tzfpy-0.8.4rc1-cp311-cp311-macosx_11_0_x86_64.whl,6346960,6.053,3,1,2,0,,,0,0,0,0
0.8.4rc1,16,tzfpy-0.8.4rc1-pp38-pypy38_pp73-macosx_11_0_x86_64.whl,6346969,6.053,3,1,2,0,,,0,0,0,0
0.8.4rc1,97,tzfpy-0.8.4rc1-cp310-cp310-macosx_11_0_x86_64.whl,6346962,6.053,4,1,3,0,,,0,0,0,0
0.8.4rc1,98,tzfpy-0.8.4rc1-cp36-cp36m-macosx_11_0_x86_64.whl,6346977,6.053,4,1,3,0,,,0,0,0,0
0.8.4rc1,99,tzfpy-0.8.4rc1-cp37-cp37m-macosx_11_0_x86_64.whl,6346962,6.053,4,1,3,0,,,0,0,0,0
0.8.4rc1,100,tzfpy-0.8.4rc1-cp38-cp38-macosx_11_0_x86_64.whl,6346960,6.053,4,1,3,0,,,0,0,0,0
0.8.4rc1,101,tzfpy-0.8.4rc1-cp39-cp39-macosx_11_0_x86_64.whl,6346958,6.053,4,1,3,0,,,0,0,0,0
0.8.4rc1,102,tzfpy-0.8.4rc1-pp37-pypy37_pp73-macosx_11_0_x86_64.whl,6346969,6.053,4,1,3,0,,,0,0,0,0
0.8.4rc1,103,tzfpy-0.8.4rc1-pp39-pypy39_pp73-macosx_11_0_x86_64.whl,6346965,6.053,4,1,3,0,,,0,0,0,0
0.8.4rc1,201,tzfpy-0.8.4rc1-cp310-cp310-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024443,5.745,6,1,5,0,,,0,0,0,0
0.8.4rc1,202,tzfpy-0.8.4rc1-cp37-cp37m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024442,5.745,6,1,5,0,,,0,0,0,0
0.8.4rc1,203,tzfpy-0.8.4rc1-pp37-pypy37_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024449,5.745,6,1,5,0,,,0,0,0,0
0.8.4rc1,273,tzfpy-0.8.4rc1-cp311-cp311-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024443,5.745,7,1,6,0,,,0,0,0,0
0.8.4rc1,274,tzfpy-0.8.4rc1-cp36-cp36m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024456,5.745,7,1,6,0,,,0,0,0,0
0.8.4rc1,275,tzfpy-0.8.4rc1-cp38-cp38-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024441,5.745,7,1,6,0,,,0,0,0,0
0.8.4rc1,276,tzfpy-0.8.4rc1-cp39-cp39-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024442,5.745,7,1,6,0,,,0,0,0,0
0.8.4rc1,277,tzfpy-0.8.4rc1-pp38-pypy38_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024449,5.745,7,1,6,0,,,0,0,0,0
0.8.5,17,tzfpy-0.8.5-cp36-cp36m-macosx_11_0_x86_64.whl,6346948,6.053,3,1,2,0,,,0,0,0,0
0.8.5,18,tzfpy-0.8.5-cp37-cp37m-macosx_11_0_x86_64.whl,6346930,6.053,3,1,2,0,,,0,0,0,0
0.8.5,19,tzfpy-0.8.5-cp38-cp38-macosx_11_0_x86_64.whl,6346929,6.053,3,1,2,0,,,0,0,0,0
0.8.5,20,tzfpy-0.8.5-cp39-cp39-macosx_11_0_x86_64.whl,6346928,6.053,3,1,2,0,,,0,0,0,0
0.8.5,21,tzfpy-0.8.5-pp37-pypy37_pp73-macosx_11_0_x86_64.whl,6346936,6.053,3,1,2,0,,,0,0,0,0
0.8.5,104,tzfpy-0.8.5-cp310-cp310-macosx_11_0_x86_64.whl,6346929,6.053,4,1,3,0,,,0,0,0,0
0.8.5,105,tzfpy-0.8.5-cp311-cp311-macosx_11_0_x86_64.whl,6346930,6.053,4,1,3,0,,,0,0,0,0
0.8.5,106,tzfpy-0.8.5-pp38-pypy38_pp73-macosx_11_0_x86_64.whl,6346937,6.053,4,1,3,0,,,0,0,0,0
0.8.5,107,tzfpy-0.8.5-pp39-pypy39_pp73-macosx_11_0_x86_64.whl,6346936,6.053,4,1,3,0,,,0,0,0,0
0.8.5,349,tzfpy-0.8.5-cp310-cp310-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024406,5.745,8,1,7,0,,,0,0,0,0
0.8.5,350,tzfpy-0.8.5-cp36-cp36m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024424,5.745,8,1,7,0,,,0,0,0,0
0.8.5,351,tzfpy-0.8.5-cp37-cp37m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024408,5.745,8,1,7,0,,,0,0,0,0
0.8.5,352,tzfpy-0.8.5-cp38-cp38-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024404,5.745,8,1,7,0,,,0,0,0,0
0.8.5,353,tzfpy-0.8.5-cp39-cp39-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024404,5.745,8,1,7,0,,,0,0,0,0
0.8.5,354,tzfpy-0.8.5-pp37-pypy37_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024412,5.745,8,1,7,0,,,0,0,0,0
0.8.5,528,tzfpy-0.8.5-cp311-cp311-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024405,5.745,9,1,8,0,,,0,0,0,0
0.8.5,529,tzfpy-0.8.5-pp38-pypy38_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6024410,5.745,9,1,8,0,,,0,0,0,0
0.8.6,22,tzfpy-0.8.6-cp310-cp310-macosx_11_0_x86_64.whl,6357666,6.063,3,1,2,0,,,0,0,0,0
0.8.6,23,tzfpy-0.8.6-cp36-cp36m-macosx_11_0_x86_64.whl,6357683,6.063,3,1,2,0,,,0,0,0,0
0.8.6,24,tzfpy-0.8.6-cp37-cp37m-macosx_11_0_x86_64.whl,6357666,6.063,3,1,2,0,,,0,0,0,0
0.8.6,25,tzfpy-0.8.6-cp38-cp38-macosx_11_0_x86_64.whl,6357665,6.063,3,1,2,0,,,0,0,0,0
0.8.6,26,tzfpy-0.8.6-pp37-pypy37_pp73-macosx_11_0_x86_64.whl,6357670,6.063,3,1,2,0,,,0,0,0,0
0.8.6,27,tzfpy-0.8.6-pp38-pypy38_pp73-macosx_11_0_x86_64.whl,6357673,6.063,3,1,2,0,,,0,0,0,0
0.8.6,28,tzfpy-0.8.6-pp39-pypy39_pp73-macosx_11_0_x86_64.whl,6357673,6.063,3,1,2,0,,,0,0,0,0
0.8.6,108,tzfpy-0.8.6-cp311-cp311-macosx_11_0_x86_64.whl,6357667,6.063,4,1,3,0,,,0,0,0,0
0.8.6,109,tzfpy-0.8.6-cp39-cp39-macosx_11_0_x86_64.whl,6357665,6.063,4,1,3,0,,,0,0,0,0
0.8.6,278,tzfpy-0.8.6-cp36-cp36m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6034267,5.755,7,1,6,0,,,0,0,0,0
