version,rank_cleanup,filename,size_bytes,size_mb,downloads_all_30d,downloads_installer_nexus_30d,downloads_installer_bandersnatch_30d,downloads_installer_devpi_30d,downloads_installer_browser_30d,downloads_installer_unknown_30d,downloads_installer_pip_30d,downloads_installer_uv_30d,downloads_installer_poetry_30d,downloads_installer_requests_30d
0.15.4,737,tzfpy-0.15.4-cp38-cp38-manylinux_2_24_armv7l.whl,7088753,6.760,9,1,8,0,,,0,0,0,0
0.15.4,738,tzfpy-0.15.4-cp38-cp38-musllinux_1_1_aarch64.whl,7240745,6.905,9,1,8,0,,,0,0,0,0
0.15.4,739,tzfpy-0.15.4-cp38-cp38-musllinux_1_1_x86_64.whl,7244118,6.909,9,1,8,0,,,0,0,0,0
0.15.4,740,tzfpy-0.15.4-cp39-cp39-manylinux_2_24_armv7l.whl,7089568,6.761,9,1,8,0,,,0,0,0,0
0.15.4,741,tzfpy-0.15.4-cp39-cp39-musllinux_1_1_aarch64.whl,7241482,6.906,9,1,8,0,,,0,0,0,0
0.15.4,742,tzfpy-0.15.4-cp39-cp39-musllinux_1_1_x86_64.whl,7244863,6.909,9,1,8,0,,,0,0,0,0
0.15.4,788,tzfpy-0.15.4.tar.gz,15049,0.014,10,1,9,0,,,0,0,0,0
0.15.5,192,tzfpy-0.15.5-cp39-cp39-macosx_10_12_x86_64.macosx_11_0_arm64.macosx_10_12_universal2.whl,12711842,12.123,4,1,3,0,,,0,0,0,0
0.15.5,263,tzfpy-0.15.5-cp311-none-win_amd64.whl,6190934,5.904,6,1,5,0,,,0,0,0,0
0.15.5,264,tzfpy-0.15.5-cp38-none-win_amd64.whl,6190740,5.904,6,1,5,0,,,0,0,0,0
0.15.5,497,tzfpy-0.15.5-cp311-cp311-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,7068055,6.741,8,1,7,0,,,0,0,0,0
0.15.5,498,tzfpy-0.15.5-cp38-cp38-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,7068120,6.741,8,1,7,0,,,0,0,0,0
0.15.5,499,tzfpy-0.15.5-cp39-cp39-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,7068795,6.741,8,1,7,0,,,0,0,0,0
0.15.5,743,tzfpy-0.15.5-cp310-cp310-manylinux_2_24_armv7l.whl,7084514,6.756,9,1,8,0,,,0,0,0,0
0.15.5,744,tzfpy-0.15.5-cp310-cp310-musllinux_1_1_aarch64.whl,7240506,6.905,9,1,8,0,,,0,0,0,0
0.15.5,745,tzfpy-0.15.5-cp310-cp310-musllinux_1_1_x86_64.whl,7244818,6.909,9,1,8,0,,,0,0,0,0
0.15.5,746,tzfpy-0.15.5-cp311-cp311-manylinux_2_24_armv7l.whl,7084224,6.756,9,1,8,0,,,0,0,0,0
0.15.5,747,tzfpy-0.15.5-cp311-cp311-musllinux_1_1_aarch64.whl,7240159,6.905,9,1,8,0,,,0,0,0,0
0.15.5,748,tzfpy-0.15.5-cp311-cp311-musllinux_1_1_x86_64.whl,7244951,6.909,9,1,8,0,,,0,0,0,0
0.15.5,749,tzfpy-0.15.5-cp312-cp312-manylinux_2_24_armv7l.whl,7084270,6.756,9,1,8,0,,,0,0,0,0
0.15.5,750,tzfpy-0.15.5-cp312-cp312-musllinux_1_1_aarch64.whl,7240117,6.905,9,1,8,0,,,0,0,0,0
0.15.5,751,tzfpy-0.15.5-cp38-cp38-manylinux_2_24_armv7l.whl,7084290,6.756,9,1,8,0,,,0,0,0,0
0.15.5,752,tzfpy-0.15.5-cp38-cp38-musllinux_1_1_aarch64.whl,7240061,6.905,9,1,8,0,,,0,0,0,0
0.15.5,753,tzfpy-0.15.5-cp38-cp38-musllinux_1_1_x86_64.whl,7244329,6.909,9,1,8,0,,,0,0,0,0
0.15.5,754,tzfpy-0.15.5-cp39-cp39-manylinux_2_24_armv7l.whl,7084458,6.756,9,1,8,0,,,0,0,0,0
0.15.5,755,tzfpy-0.15.5-cp39-cp39-musllinux_1_1_aarch64.whl,7240653,6.905,9,1,8,0,,,0,0,0,0
0.15.5,756,tzfpy-0.15.5-cp39-cp39-musllinux_1_1_x86_64.whl,7244936,6.909,9,1,8,0,,,0,0,0,0
0.15.6,802,tzfpy-0.15.6-cp38-abi3-musllinux_1_1_aarch64.whl,6503686,6.202,11,1,10,0,,,0,0,0,0
0.15.6,822,tzfpy-0.15.6-cp38-abi3-manylinux_2_24_armv7l.whl,6340442,6.047,12,1,11,0,,,0,0,0,0
0.15.6,835,tzfpy-0.15.6.tar.gz,14758,0.014,13,1,12,0,,,0,0,0,0
0.16.0,803,tzfpy-0.16.0-cp39-abi3-musllinux_1_1_aarch64.whl,6504220,6.203,11,1,10,0,,,0,0,0,0
0.16.0,804,tzfpy-0.16.0-cp39-abi3-musllinux_1_1_x86_64.whl,6487995,6.187,11,1,10,0,,,0,0,0,0
0.16.0,823,tzfpy-0.16.0-cp39-abi3-manylinux_2_24_armv7l.whl,6332443,6.039,12,1,11,0,,,0,0,0,0
0.16.0,836,tzfpy-0.16.0.tar.gz,38146,0.036,13,1,12,0,,,0,0,0,0
0.16.1,193,tzfpy-0.16.1-cp313-cp313t-macosx_10_12_x86_64.macosx_11_0_arm64.macosx_10_12_universal2.whl,12694600,12.107,5,1,4,0,,,0,0,0,0
0.16.1,194,tzfpy-0.16.1-cp39-abi3-macosx_10_12_x86_64.macosx_11_0_arm64.macosx_10_12_universal2.whl,12694557,12.106,5,1,4,0,,,0,0,0,0
0.16.1,789,tzfpy-0.16.1-cp39-abi3-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,6328782,6.036,10,1,9,0,,,0,0,0,0
0.16.1,790,tzfpy-0.16.1-cp39-abi3-win_arm64.whl,6188160,5.901,10,1,9,0,,,0,0,0,0
0.16.1,805,tzfpy-0.16.1-cp39-abi3-musllinux_1_1_aarch64.whl,6502923,6.202,11,1,10,0,,,0,0,0,0
0.16.1,806,tzfpy-0.16.1-cp39-abi3-musllinux_1_1_x86_64.whl,6499340,6.198,11,1,10,0,,,0,0,0,0
0.16.1,824,tzfpy-0.16.1-cp313-cp313t-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,6328855,6.036,12,1,11,0,,,0,0,0,0
0.16.1,825,tzfpy-0.16.1-cp39-abi3-manylinux_2_24_armv7l.whl,6338330,6.045,12,1,11,0,,,0,0,0,0
0.16.1,837,tzfpy-0.16.1-cp313-cp313t-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6331094,6.038,13,1,12,0,,,0,0,0,0
0.16.1,838,tzfpy-0.16.1.tar.gz,71063,0.068,13,1,12,0,,,0,0,0,0
0.16.1,844,tzfpy-0.16.1-cp313-cp313t-manylinux_2_24_armv7l.whl,6338415,6.045,14,1,13,0,,,0,0,0,0
0.16.2,195,tzfpy-0.16.2-cp313-cp313t-macosx_10_12_x86_64.macosx_11_0_arm64.macosx_10_12_universal2.whl,12694611,12.107,5,1,4,0,,,0,0,0,0
0.16.2,807,tzfpy-0.16.2-cp39-abi3-musllinux_1_1_aarch64.whl,6506127,6.205,11,1,10,0,,,0,0,0,0
0.16.2,808,tzfpy-0.16.2-cp39-abi3-musllinux_1_1_x86_64.whl,6501433,6.200,11,1,10,0,,,0,0,0,0
0.16.2,826,tzfpy-0.16.2-cp313-cp313t-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,6328866,6.036,12,1,11,0,,,0,0,0,0
0.16.2,827,tzfpy-0.16.2-cp39-abi3-manylinux_2_24_armv7l.whl,6338395,6.045,12,1,11,0,,,0,0,0,0
0.16.2,839,tzfpy-0.16.2-cp313-cp313t-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6330984,6.038,13,1,12,0,,,0,0,0,0
0.16.2,840,tzfpy-0.16.2.tar.gz,71072,0.068,13,1,12,0,,,0,0,0,0
0.16.2,845,tzfpy-0.16.2-cp313-cp313t-manylinux_2_24_armv7l.whl,6338481,6.045,14,1,13,0,,,0,0,0,0
0.16.3,196,tzfpy-0.16.3-cp313-cp313t-macosx_10_12_x86_64.macosx_11_0_arm64.macosx_10_12_universal2.whl,12703238,12.115,5,1,4,0,,,0,0,0,0
0.16.3,757,tzfpy-0.16.3-cp39-abi3-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,6335851,6.042,9,1,8,0,,,0,0,0,0
0.16.3,791,tzfpy-0.16.3-cp39-abi3-musllinux_1_1_aarch64.whl,6507751,6.206,10,1,9,0,,,0,0,0,0
0.16.3,792,tzfpy-0.16.3-cp39-abi3-musllinux_1_1_x86_64.whl,6503461,6.202,10,1,9,0,,,0,0,0,0
0.16.3,809,tzfpy-0.16.3-cp313-cp313t-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,6332866,6.039,11,1,10,0,,,0,0,0,0
0.16.3,810,tzfpy-0.16.3-cp39-abi3-manylinux_2_24_armv7l.whl,6344501,6.051,11,1,10,0,,,0,0,0,0
0.16.3,828,tzfpy-0.16.3-cp313-cp313t-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6335188,6.042,12,1,11,0,,,0,0,0,0
0.16.3,829,tzfpy-0.16.3.tar.gz,71330,0.068,12,1,11,0,,,0,0,0,0
0.16.3,841,tzfpy-0.16.3-cp313-cp313t-manylinux_2_24_armv7l.whl,6341735,6.048,13,1,12,0,,,0,0,0,0
0.16.4,197,tzfpy-0.16.4-cp313-cp313t-macosx_10_12_x86_64.macosx_11_0_arm64.macosx_10_12_universal2.whl,12703516,12.115,5,1,4,0,,,0,0,0,0
0.16.4,793,tzfpy-0.16.4-cp39-abi3-manylinux_2_24_armv7l.whl,6344619,6.051,10,1,9,0,,,0,0,0,0
0.16.4,794,tzfpy-0.16.4-cp39-abi3-musllinux_1_1_aarch64.whl,6507831,6.206,10,1,9,0,,,0,0,0,0
0.16.4,811,tzfpy-0.16.4-cp313-cp313t-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,6332714,6.039,11,1,10,0,,,0,0,0,0
0.16.4,812,tzfpy-0.16.4-cp313-cp313t-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6335065,6.042,11,1,10,0,,,0,0,0,0
0.16.4,813,tzfpy-0.16.4.tar.gz,75118,0.072,11,1,10,0,,,0,0,0,0
0.16.4,830,tzfpy-0.16.4-cp313-cp313t-manylinux_2_24_armv7l.whl,6341990,6.048,12,1,11,0,,,0,0,0,0
1.0.0,198,tzfpy-1.0.0-cp313-cp313t-macosx_10_12_x86_64.macosx_11_0_arm64.macosx_10_12_universal2.whl,12679653,12.092,5,2,3,0,,,0,0,0,0
1.0.0,318,tzfpy-1.0.0-cp39-abi3-win_arm64.whl,6182065,5.896,7,1,6,0,,,0,0,0,0
1.0.0,500,tzfpy-1.0.0-cp39-abi3-manylinux_2_24_armv7l.whl,6334637,6.041,8,1,7,0,,,0,0,0,0
1.0.0,795,tzfpy-1.0.0-cp313-cp313t-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,6321752,6.029,10,1,9,0,,,0,0,0,0
1.0.0,796,tzfpy-1.0.0-cp313-cp313t-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6322569,6.030,10,1,9,0,,,0,0,0,0
1.0.0,797,tzfpy-1.0.0-cp313-cp313t-manylinux_2_24_armv7l.whl,6331554,6.038,10,1,9,0,,,0,0,0,0
1.0.1,798,tzfpy-1.0.1-cp314-cp314t-macosx_10_12_x86_64.whl,6294310,6.003,10,1,9,0,,,0,0,0,0
1.0.1,799,tzfpy-1.0.1-cp314-cp314t-macosx_11_0_arm64.whl,6389895,6.094,10,1,9,0,,,0,0,0,0
1.0.1,847,tzfpy-1.0.1-cp310-abi3-manylinux_2_17_armv7l.manylinux2014_armv7l.whl,6333435,6.040,15,1,14,0,,,0,0,0,0
1.0.1,852,tzfpy-1.0.1-cp310-abi3-musllinux_1_2_aarch64.whl,6501429,6.200,16,1,15,0,,,0,0,0,0
1.0.1,853,tzfpy-1.0.1-cp310-abi3-musllinux_1_2_armv7l.whl,6597157,6.292,16,1,15,0,,,0,0,0,0
1.0.1,854,tzfpy-1.0.1-cp310-abi3-win_arm64.whl,6179661,5.893,16,1,15,0,,,0,0,0,0
1.0.1,856,tzfpy-1.0.1-cp310-abi3-musllinux_1_2_x86_64.whl,6491997,6.191,17,1,16,0,,,0,0,0,0
1.0.1,860,tzfpy-1.0.1-cp314-cp314t-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,6321148,6.028,18,1,17,0,,,0,0,0,0
1.0.1,861,tzfpy-1.0.1-cp314-cp314t-manylinux_2_17_armv7l.manylinux2014_armv7l.whl,6332851,6.039,18,1,17,0,,,0,0,0,0
1.0.1,864,tzfpy-1.0.1-cp314-cp314t-musllinux_1_2_aarch64.whl,6501369,6.200,19,1,18,0,,,0,0,0,0
1.0.1,865,tzfpy-1.0.1-cp314-cp314t-musllinux_1_2_armv7l.whl,6596664,6.291,19,1,18,0,,,0,0,0,0
1.0.1,866,tzfpy-1.0.1-cp314-cp314t-win_arm64.whl,6179096,5.893,19,1,18,0,,,0,0,0,0
1.0.1,869,tzfpy-1.0.1-cp314-cp314t-musllinux_1_2_x86_64.whl,6491386,6.191,20,1,19,0,,,0,0,0,0
1.0.1,872,tzfpy-1.0.1-cp314-cp314t-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6330431,6.037,21,1,20,0,,,0,0,0,0
1.0.1,873,tzfpy-1.0.1.tar.gz,106346,0.101,21,1,20,0,,,0,0,0,0
1.1.0,814,tzfpy-1.1.0-cp310-abi3-macosx_10_12_x86_64.whl,6390381,6.094,11,1,10,0,,,0,0,0,0
1.1.0,815,tzfpy-1.1.0-cp314-cp314t-macosx_10_12_x86_64.whl,6387751,6.092,11,1,10,0,,,0,0,0,0
1.1.0,816,tzfpy-1.1.0-cp314-cp314t-macosx_11_0_arm64.whl,6486201,6.186,11,1,10,0,,,0,0,0,0
1.1.0,862,tzfpy-1.1.0-cp310-abi3-manylinux_2_17_armv7l.manylinux2014_armv7l.whl,6429427,6.132,18,1,17,0,,,0,0,0,0
1.1.0,867,tzfpy-1.1.0-cp310-abi3-musllinux_1_2_armv7l.whl,6693352,6.383,19,1,18,0,,,0,0,0,0
1.1.0,870,tzfpy-1.1.0-cp310-abi3-win_arm64.whl,6270762,5.980,20,1,19,0,,,0,0,0,0
1.1.0,874,tzfpy-1.1.0-cp314-cp314t-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,6415571,6.118,21,1,20,0,,,0,0,0,0
1.1.0,875,tzfpy-1.1.0-cp314-cp314t-manylinux_2_17_armv7l.manylinux2014_armv7l.whl,6426788,6.129,21,1,20,0,,,0,0,0,0
1.1.0,876,tzfpy-1.1.0-cp314-cp314t-musllinux_1_2_aarch64.whl,6596252,6.291,22,1,21,0,,,0,0,0,0
1.1.0,877,tzfpy-1.1.0-cp314-cp314t-musllinux_1_2_armv7l.whl,6690539,6.381,22,1,21,0,,,0,0,0,0
1.1.0,878,tzfpy-1.1.0-cp314-cp314t-win_arm64.whl,6269310,5.979,22,1,21,0,,,0,0,0,0
1.1.0,879,tzfpy-1.1.0-cp314-cp314t-musllinux_1_2_x86_64.whl,6586610,6.281,23,1,22,0,,,0,0,0,0
1.1.0,882,tzfpy-1.1.0-cp314-cp314t-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,6425835,6.128,24,1,23,0,,,0,0,0,0
1.1.0,886,tzfpy-1.1.0.tar.gz,108537,0.104,25,1,24,0,,,0,0,0,0
1.1.1,855,tzfpy-1.1.1-cp314-cp314t-macosx_10_12_x86_64.whl,6931042,6.610,16,1,15,0,,,0,0,0,0
1.1.1,880,tzfpy-1.1.1-cp314-cp314t-win_amd64.whl,6817328,6.502,23,1,22,0,,,0,0,0,0
1.1.1,883,tzfpy-1.1.1-cp310-abi3-win32.whl,6813722,6.498,24,1,23,0,,,0,0,0,0
1.1.1,893,tzfpy-1.1.1-cp314-cp314t-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,6962377,6.640,32,1,31,0,,,0,0,0,0
1.1.1,894,tzfpy-1.1.1-cp314-cp314t-manylinux_2_17_armv7l.manylinux2014_armv7l.whl,6972062,6.649,32,1,31,0,,,0,0,0,0
1.1.1,898,tzfpy-1.1.1-cp314-cp314t-musllinux_1_2_aarch64.whl,7144470,6.813,33,1,32,0,,,0,0,0,0
1.1.1,902,tzfpy-1.1.1-cp314-cp314t-musllinux_1_2_x86_64.whl,7170838,6.839,34,1,33,0,,,0,0,0,0
